Número de Fragmento,Tiempo del Fragmento,Texto,Embedding Asociado,Distancia,crying,glass_breaking,gun_shot,people_talking,screams
66,"130,132",ご視聴ありがとうございました,Alguien ayúdeme,0.7367,5.39,0.02,33.38,61.13,0.08
67,"132,134",terimakasih,terruco,0.4265,10.91,0.1,73.42,14.82,0.75
68,"134,136",তাধা নি তলো এ গন্দেগে,guarayo,0.6238,35.03,0.04,5.94,57.24,1.75
69,"136,138",Oh,orto,0.7404,39.41,0.09,33.85,25.2,1.44
70,"138,140",,,,43.26,1.07,27.43,25.52,2.73
71,"140,142",I hate you Asgore.,asno,0.5101,29.46,0.6,28.73,36.28,4.94
72,"142,144",Oh,orto,0.7404,17.66,0.59,67.56,12.37,1.81
73,"144,146",,,,8.36,0.96,60.74,27.27,2.68
74,"146,148",,,,36.11,0.21,23.79,39.0,0.89
75,"148,150",Oh,orto,0.7404,48.38,0.05,11.3,39.63,0.64
76,"150,152",,,,22.95,0.04,3.84,72.83,0.35
77,"152,154",,,,17.23,0.08,24.83,57.25,0.6
78,"154,156",,,,26.0,0.23,44.71,25.88,3.18
79,"156,158",Thanks for watching!,No quiero problemas,0.7988,10.26,0.05,15.11,74.3,0.28
80,"158,160",♪♪,gay,0.6851,11.76,0.11,22.92,64.2,1.02
81,"160,162",ご視聴ありがとうございました,Alguien ayúdeme,0.7367,8.08,0.01,14.59,77.24,0.08
82,"162,164",Thanks for watching!,No quiero problemas,0.7988,6.44,0.01,46.71,46.73,0.1
83,"164,166",,,,10.78,0.11,45.44,43.2,0.47
84,"166,168",,,,44.23,0.13,26.78,27.18,1.67
85,"168,170",Oh,orto,0.7404,50.49,0.4,16.84,18.07,14.19
86,"170,172",Oh,orto,0.7404,75.08,0.07,4.47,10.9,9.48
87,"172,174",Oh my God! Oh! ,nojo,0.7317,67.28,0.09,13.47,11.0,8.16
88,"174,176",Oh,orto,0.7404,25.75,0.56,53.79,14.83,5.08
89,"176,178",ペガチャペガチャペガチャ,chupapija,0.5770,53.6,0.19,20.24,21.44,4.54
90,"178,180","今天视频就拍到这里了,拜拜",Alguien ayúdeme,0.7160,36.67,0.53,28.14,24.36,10.3
91,"180,182",,,,58.15,0.42,13.95,15.67,11.8
92,"182,184",Thank you. Thank you. ,No quiero problemas,0.7390,37.49,0.12,15.96,43.72,2.7
93,"184,186","♪ All I want to do is dance, dance, dance, dance ♪",me quitaré la vida,0.6393,63.18,0.14,9.52,20.08,7.09
94,"186,188",Okay,No quiero problemas,0.7119,65.92,0.17,5.75,13.3,14.86
95,"188,190",oh,orto,0.7404,18.07,1.02,65.65,5.93,9.34
96,"190,192",Oh,orto,0.7404,29.36,0.37,14.02,54.13,2.12
97,"192,194",으악!,puto,0.6800,47.72,0.98,23.31,6.34,21.65
98,"194,196",阿彌陀佛,Alguien ayúdeme,0.5624,48.44,4.41,9.91,5.65,31.58
99,"196,198","अगर आपको परकते हैं, आपको परकते हैं, आपको परकते हैं",chota,0.6534,16.2,0.62,62.22,15.81,5.15
100,"198,200",इसमं कि जब आप पहला और होने के लिए अभलो गज़ें हैस आगर लगो हो हो किस इस केली सो अ� casi...,No haré nada solo para,0.6989,19.76,0.19,27.92,51.14,1.0
101,"200,202",Oh,orto,0.7404,8.4,0.18,29.69,60.99,0.74
102,"202,204",,,,15.76,0.65,38.98,41.38,3.24
103,"204,206",ご視聴ありがとうございました,Alguien ayúdeme,0.7367,14.03,0.43,15.6,67.01,2.93
104,"206,208",,,,18.93,0.6,30.01,47.02,3.45
105,"208,210",Oh my god! Oh my god! Oh my god! ,hijo de la perra,0.7632,37.61,0.14,18.25,42.35,1.65
106,"210,212",,,,26.93,0.78,39.4,26.75,6.14
107,"212,214",,,,37.19,0.59,39.42,19.33,3.48
108,"214,216",Oh,orto,0.7404,40.43,1.21,29.7,22.7,5.97
109,"216,218",U-uh-uh-uh-uh.,ayúdenme,0.6611,40.83,0.6,27.5,17.05,14.03
110,"218,220",Fuck!,bastardo,0.6938,30.59,0.49,30.28,36.24,2.41
111,"220,222",,,,21.61,0.35,19.37,57.17,1.51
112,"222,224",ДИНАМИЧНАЯ МУЗЫКА,nos drogaremos,0.5076,12.54,0.15,53.28,32.82,1.21
113,"224,226",НАПРЯЖЕННАЯ МУЗЫКА,haré una masacre,0.6157,24.91,0.34,45.25,26.31,3.18
114,"226,228",Yeah. Woo! Woo! ,aweonao,0.7589,20.76,0.61,50.74,19.93,7.96
115,"228,230",,,,22.75,0.18,22.14,53.37,1.56
116,"230,232","Oh, yeah. Yeah. Yeah. ",kara,0.8172,19.36,0.29,48.79,28.78,2.78
117,"232,234",,,,34.63,0.68,33.97,25.5,5.21
118,"234,236",,,,7.65,0.11,10.62,81.22,0.42
119,"236,238",,,,22.08,0.06,27.89,49.32,0.64
120,"238,240",Ah!,ahueonao,0.7949,21.67,0.9,54.47,18.15,4.8
121,"240,242",all right,No quiero problemas,0.7645,31.29,0.32,24.54,40.89,2.95
122,"242,244",,,,34.27,1.03,47.3,13.51,3.89
123,"244,246",Oh! Ah! Ah! Ah! ,ahueonao,0.6142,36.45,0.77,46.22,6.98,9.58
124,"246,248",,,,19.38,0.17,18.8,60.88,0.78
125,"248,250",No! Fine!,tragasable,0.7417,33.54,0.31,25.31,37.92,2.91
126,"250,252",Aah!,aweonao,0.6084,29.66,0.29,37.49,30.43,2.14
127,"252,254",УДАРЫ ГРОХОТ,nos drogaremos,0.5781,30.43,0.27,13.59,54.12,1.58
128,"254,256",Goddamnit. Aaargh!,aweonao,0.7376,28.63,1.21,44.7,13.64,11.82
129,"256,258",,,,24.3,0.39,54.0,18.57,2.73
130,"258,260",,,,14.37,0.22,54.36,28.56,2.49
131,"260,262",Oof! Augh! ,ahueonao,0.6583,56.07,0.87,27.03,5.11,10.92
132,"262,264",Yeah,gay,0.7475,28.64,0.56,30.46,32.68,7.67
133,"264,266",Oh,orto,0.7404,16.98,0.23,42.74,38.54,1.51
134,"266,268",,,,17.21,0.3,26.71,52.24,3.54
135,"268,270",,,,24.36,0.09,9.83,64.16,1.56
136,"270,272","Were you worried until you got your son back? All I can do MJ and you is pray for him kids. Was it a good son, or you think these things are a bit too much? I think they just broke the wheel right there. Oh my goodnes. It just gives my heart started bouncing, you know? Mm hmm! ",nabo,0.9262,53.67,0.12,21.36,21.89,2.96
137,"272,274",OKAY!,No quiero problemas,0.7702,29.06,0.49,40.84,19.54,10.06
138,"274,276",,,,35.32,0.37,28.87,24.69,10.75
139,"276,278",,,,22.24,0.48,39.76,29.31,8.21
